id,Outcome,Type_of_outcome,First_Author,publication_year,population,nationality,job_role,study_design,time_points,intervention,intervention_class,Comparison Group,n_intervention,n_control,effect_measure,effect_size,lower_ci,upper_ci,p_value,n_outcome_intervention_binary_beginning,n_outcome _intervention_binary_final,n_outcomes_binary_control_begin,n_outcomes_binary_control_end ,mean_continuous_intervention_begin ,mean_continuous_intervention_end ,mean_continuous_ctrl_begin,mean_continuous_ctrl_end,scale_metric_outcome,industry_setting,study_duration,assessed_quality 
Hendriks_2018_2b,Depression,Depression reduction,Tom Hendriks,2018,Blue collar employees,Suriname(member of the Caribbean Community),Employees,parallel single-blinded RCT,"3 (baseline, postintervention, and at 3-months follow-up)",culturally adapted multi-component positive psychology intervention (MPPI) on resilience,secondary,wait-list control,Wave 1 = 80 Wave 2 = 73 Wave 3 = 66,Wave 1 = 78; Wave 2 = 71; Wave 3 = 54,Cohen's d ,0.5,0.19,0.82,p = .002,NA,NA,NA,NA,1.78,1.52,1.71,1.63,Depression Anxiety Stress Scale (DASS-21),"The present study was conducted in Paramaribo, the capital
city of Suriname. Suriname is a former colony of the
Netherlands, located north of Brazil and considered as
a part of the Caribbean.  Potential participants were screened by the respective human resource managers of these companies and they were included on the basis of the following criteria: (1) age between 18 and 60 years; (2) sufficiently fluent in the Dutch language to capably fill-out questionnaires, read a training manual, and participate in written exercises; (3) available to participate in an opening session, followed by six 2–3 hour intervention sessions, for six consecutive weeks.",5 months,
Hendriks_2018_2a,Depression,Depression reduction,Tom Hendriks,2018,Blue collar employees,Suriname(member of the Caribbean Community),Employees,parallel single-blinded RCT,"3 (baseline, postintervention, and at 3-months follow-up)",culturally adapted multi-component positive psychology intervention (MPPI) on resilience,secondary,wait-list control,Wave 1 = 80 Wave 2 = 73 Wave 3 = 66,Wave 1 = 78; Wave 2 = 71; Wave 3 = 54,F value,9.86,,,p = .002,NA,NA,NA,NA,1.78,1.52,1.71,1.63,Depression Anxiety Stress Scale (DASS-21),"The present study was conducted in Paramaribo, the capital
city of Suriname. Suriname is a former colony of the
Netherlands, located north of Brazil and considered as
a part of the Caribbean.  Potential participants were screened by the respective human resource managers of these companies and they were included on the basis of the following criteria: (1) age between 18 and 60 years; (2) sufficiently fluent in the Dutch language to capably fill-out questionnaires, read a training manual, and participate in written exercises; (3) available to participate in an opening session, followed by six 2–3 hour intervention sessions, for six consecutive weeks.",5 months,
Hendriks_2018_1b,Mental well-being,Mental well-being improvement,Tom Hendriks,2018,Blue collar employees,Suriname(member of the Caribbean Community),Employees,parallel single-blinded RCT,"3 (baseline, postintervention, and at 3-months follow-up)",culturally adapted multi-component positive psychology intervention (MPPI) on resilience,secondary,wait-list control,Wave 1 = 80 Wave 2 = 73 Wave 3 = 66,Wave 1 = 78; Wave 2 = 71; Wave 3 = 54,Cohen's d ,0.62,0.3,0.94,p < .001,NA,NA,NA,NA,3.23,3.68,3.57,3.56,"Mental Health Continuum-Short Form (MHC-SF), a 14-item questionnaire that measures emotional well-being, social well-being, and psychological well-being","The present study was conducted in Paramaribo, the capital
city of Suriname. Suriname is a former colony of the
Netherlands, located north of Brazil and considered as
a part of the Caribbean.  Potential participants were screened by the respective human resource managers of these companies and they were included on the basis of the following criteria: (1) age between 18 and 60 years; (2) sufficiently fluent in the Dutch language to capably fill-out questionnaires, read a training manual, and participate in written exercises; (3) available to participate in an opening session, followed by six 2–3 hour intervention sessions, for six consecutive weeks.",5 months,
Hendriks_2018_1a,Mental well-being,Mental well-being improvement,Tom Hendriks,2018,Blue collar employees,Suriname(member of the Caribbean Community),Employees,parallel single-blinded RCT,"3 (baseline, postintervention, and at 3-months follow-up)",culturally adapted multi-component positive psychology intervention (MPPI) on resilience,secondary,wait-list control,Wave 1 = 80 Wave 2 = 73 Wave 3 = 66,Wave 1 = 78; Wave 2 = 71; Wave 3 = 54,F value,14.92,,,p < .001,NA,NA,NA,NA,3.23,3.68,3.57,3.56,"Mental Health Continuum-Short Form (MHC-SF), a 14-item questionnaire that measures emotional well-being, social well-being, and psychological well-being","The present study was conducted in Paramaribo, the capital
city of Suriname. Suriname is a former colony of the
Netherlands, located north of Brazil and considered as
a part of the Caribbean.  Potential participants were screened by the respective human resource managers of these companies and they were included on the basis of the following criteria: (1) age between 18 and 60 years; (2) sufficiently fluent in the Dutch language to capably fill-out questionnaires, read a training manual, and participate in written exercises; (3) available to participate in an opening session, followed by six 2–3 hour intervention sessions, for six consecutive weeks.",5 months,
Heber_2016_4b,mental health,mental health improvemnet,Elena Heber,2016,general working population,Germany,employees,2-arm randomized controlled design,"4 (baseline (T1), 7 weeks (T2, post-treatment), 6 months (T3), and 12 months (T4, iSMI group only). WLC group
received access to the intervention following T3.","Internet-based stress management interventions is based on Lazarus’s transactional model of stress [26]. This intervention applied both well-established problem solving and more recently developed emotion regulation strategies. Important principles for health behavior change such as goal setting, action planning, and coping planning were followed.",secondary,Wait list control,Wave 1 = 132; Wave 2 = 116; Wave 3 = 115; Wave 4 = 92,Wave 1 = 132; Wave 2 = 127; Wave 3 = 121; Wave 4 = ,F value (T3 effects),34.28,,,p < .001,NA,NA,NA,NA,32.29,44.16,32.55,36.54,Short Form 12,"The intervention addressed employees who were frequently stressed or exhausted, who felt that problems were increasingly difficult to handle, and who struggled to cope with difficult emotions. The intervention was advertised in the print membership magazine of a large German health insurance company. It was stated that, in cooperation with a university, the health insurance company offered this online training to employees, provided they were suitable for study inclusion.",12 months,
Heber_2016_4a,mental health,mental health improvemnet,Elena Heber,2016,general working population,Germany,employees,2-arm randomized controlled design,"4 (baseline (T1), 7 weeks (T2, post-treatment), 6 months (T3), and 12 months (T4, iSMI group only). WLC group
received access to the intervention following T3.","Internet-based stress management interventions is based on Lazarus’s transactional model of stress [26]. This intervention applied both well-established problem solving and more recently developed emotion regulation strategies. Important principles for health behavior change such as goal setting, action planning, and coping planning were followed.",secondary,Wait list control,Wave 1 = 132; Wave 2 = 116; Wave 3 = 115; Wave 4 = 92,Wave 1 = 132; Wave 2 = 127; Wave 3 = 121; Wave 4 = ,Cohen's d (T3 effects),0.68,0.43,0.93,p < .001,NA,NA,NA,NA,32.29,44.16,32.55,36.54,Short Form 12,"The intervention addressed employees who were frequently stressed or exhausted, who felt that problems were increasingly difficult to handle, and who struggled to cope with difficult emotions. The intervention was advertised in the print membership magazine of a large German health insurance company. It was stated that, in cooperation with a university, the health insurance company offered this online training to employees, provided they were suitable for study inclusion.",12 months,
Heber_2016_3d,anxiety,anxiety reduction,Elena Heber,2016,general working population,Germany,employees,2-arm randomized controlled design,"4 (baseline (T1), 7 weeks (T2, post-treatment), 6 months (T3), and 12 months (T4, iSMI group only). WLC group
received access to the intervention following T3.","Internet-based stress management interventions is based on Lazarus’s transactional model of stress [26]. This intervention applied both well-established problem solving and more recently developed emotion regulation strategies. Important principles for health behavior change such as goal setting, action planning, and coping planning were followed.",secondary,Wait list control,Wave 1 = 132; Wave 2 = 116; Wave 3 = 115; Wave 4 = 92,Wave 1 = 132; Wave 2 = 127; Wave 3 = 121; Wave 4 = ,F value (T3 effects),78.94,,,p < .001,NA,NA,NA,NA,11.23,6.51,10.67,9.65,Hospital Anxiety and Depression Scales,"The intervention addressed employees who were frequently stressed or exhausted, who felt that problems were increasingly difficult to handle, and who struggled to cope with difficult emotions. The intervention was advertised in the print membership magazine of a large German health insurance company. It was stated that, in cooperation with a university, the health insurance company offered this online training to employees, provided they were suitable for study inclusion.",12 months,
Heber_2016_3c,anxiety,anxiety reduction,Elena Heber,2016,general working population,Germany,employees,2-arm randomized controlled design,"4 (baseline (T1), 7 weeks (T2, post-treatment), 6 months (T3), and 12 months (T4, iSMI group only). WLC group
received access to the intervention following T3.","Internet-based stress management interventions is based on Lazarus’s transactional model of stress [26]. This intervention applied both well-established problem solving and more recently developed emotion regulation strategies. Important principles for health behavior change such as goal setting, action planning, and coping planning were followed.",secondary,Wait list control,Wave 1 = 132; Wave 2 = 116; Wave 3 = 115; Wave 4 = 92,Wave 1 = 132; Wave 2 = 127; Wave 3 = 121; Wave 4 = ,Cohen's d (T3 effects),0.84,0.59,1.09,p < .001,NA,NA,NA,NA,11.23,6.51,10.67,9.65,Hospital Anxiety and Depression Scales,"The intervention addressed employees who were frequently stressed or exhausted, who felt that problems were increasingly difficult to handle, and who struggled to cope with difficult emotions. The intervention was advertised in the print membership magazine of a large German health insurance company. It was stated that, in cooperation with a university, the health insurance company offered this online training to employees, provided they were suitable for study inclusion.",12 months,
Heber_2016_3b,anxiety,anxiety reduction,Elena Heber,2016,general working population,Germany,employees,2-arm randomized controlled design,"4 (baseline (T1), 7 weeks (T2, post-treatment), 6 months (T3), and 12 months (T4, iSMI group only). WLC group
received access to the intervention following T3.","Internet-based stress management interventions is based on Lazarus’s transactional model of stress [26]. This intervention applied both well-established problem solving and more recently developed emotion regulation strategies. Important principles for health behavior change such as goal setting, action planning, and coping planning were followed.",secondary,Wait list control,Wave 1 = 132; Wave 2 = 116; Wave 3 = 115; Wave 4 = 92,Wave 1 = 132; Wave 2 = 127; Wave 3 = 121; Wave 4 = ,F value (T2 effects),49.57,,,p < .001,NA,NA,NA,NA,11.23,6.51,10.67,9.65,Hospital Anxiety and Depression Scales,"The intervention addressed employees who were frequently stressed or exhausted, who felt that problems were increasingly difficult to handle, and who struggled to cope with difficult emotions. The intervention was advertised in the print membership magazine of a large German health insurance company. It was stated that, in cooperation with a university, the health insurance company offered this online training to employees, provided they were suitable for study inclusion.",12 months,
Heber_2016_3a,anxiety,anxiety reduction,Elena Heber,2016,general working population,Germany,employees,2-arm randomized controlled design,"4 (baseline (T1), 7 weeks (T2, post-treatment), 6 months (T3), and 12 months (T4, iSMI group only). WLC group
received access to the intervention following T3.","Internet-based stress management interventions is based on Lazarus’s transactional model of stress [26]. This intervention applied both well-established problem solving and more recently developed emotion regulation strategies. Important principles for health behavior change such as goal setting, action planning, and coping planning were followed.",secondary,Wait list control,Wave 1 = 132; Wave 2 = 116; Wave 3 = 115; Wave 4 = 92,Wave 1 = 132; Wave 2 = 127; Wave 3 = 121; Wave 4 = ,Cohen's d (T2 effects),0.68,0.43,0.93,p < .001,NA,NA,NA,NA,11.23,6.51,10.67,9.65,Hospital Anxiety and Depression Scales,"The intervention addressed employees who were frequently stressed or exhausted, who felt that problems were increasingly difficult to handle, and who struggled to cope with difficult emotions. The intervention was advertised in the print membership magazine of a large German health insurance company. It was stated that, in cooperation with a university, the health insurance company offered this online training to employees, provided they were suitable for study inclusion.",12 months,
Heber_2016_2d,depression,depression reduction,Elena Heber,2016,general working population,Germany,employees,2-arm randomized controlled design,"4 (baseline (T1), 7 weeks (T2, post-treatment), 6 months (T3), and 12 months (T4, iSMI group only). WLC group
received access to the intervention following T3.","Internet-based stress management interventions is based on Lazarus’s transactional model of stress [26]. This intervention applied both well-established problem solving and more recently developed emotion regulation strategies. Important principles for health behavior change such as goal setting, action planning, and coping planning were followed.",secondary,Wait list control,Wave 1 = 132; Wave 2 = 116; Wave 3 = 115; Wave 4 = 92,Wave 1 = 132; Wave 2 = 127; Wave 3 = 121; Wave 4 = ,F value (T3 effects),68.29,,,p < .001,NA,NA,NA,NA,23.34,14.56,23.77,21.49,Center for Epidemiological Studies’ Depression Scale,"The intervention addressed employees who were frequently stressed or exhausted, who felt that problems were increasingly difficult to handle, and who struggled to cope with difficult emotions. The intervention was advertised in the print membership magazine of a large German health insurance company. It was stated that, in cooperation with a university, the health insurance company offered this online training to employees, provided they were suitable for study inclusion.",12 months,
Heber_2016_2c,depression,depression reduction,Elena Heber,2016,general working population,Germany,employees,2-arm randomized controlled design,"4 (baseline (T1), 7 weeks (T2, post-treatment), 6 months (T3), and 12 months (T4, iSMI group only). WLC group
received access to the intervention following T3.","Internet-based stress management interventions is based on Lazarus’s transactional model of stress [26]. This intervention applied both well-established problem solving and more recently developed emotion regulation strategies. Important principles for health behavior change such as goal setting, action planning, and coping planning were followed.",secondary,Wait list control,Wave 1 = 132; Wave 2 = 116; Wave 3 = 115; Wave 4 = 92,Wave 1 = 132; Wave 2 = 127; Wave 3 = 121; Wave 4 = ,Cohen's d (T3 effects),0.95,0.69,1.2,p < .001,NA,NA,NA,NA,23.34,14.56,23.77,21.49,Center for Epidemiological Studies’ Depression Scale,"The intervention addressed employees who were frequently stressed or exhausted, who felt that problems were increasingly difficult to handle, and who struggled to cope with difficult emotions. The intervention was advertised in the print membership magazine of a large German health insurance company. It was stated that, in cooperation with a university, the health insurance company offered this online training to employees, provided they were suitable for study inclusion.",12 months,
Heber_2016_2b,depression,depression reduction,Elena Heber,2016,general working population,Germany,employees,2-arm randomized controlled design,"4 (baseline (T1), 7 weeks (T2, post-treatment), 6 months (T3), and 12 months (T4, iSMI group only). WLC group
received access to the intervention following T3.","Internet-based stress management interventions is based on Lazarus’s transactional model of stress [26]. This intervention applied both well-established problem solving and more recently developed emotion regulation strategies. Important principles for health behavior change such as goal setting, action planning, and coping planning were followed.",secondary,Wait list control,Wave 1 = 132; Wave 2 = 116; Wave 3 = 115; Wave 4 = 92,Wave 1 = 132; Wave 2 = 127; Wave 3 = 121; Wave 4 = ,F value (T2 effects),34.92,,,p < .001,NA,NA,NA,NA,23.34,14.56,23.77,21.49,Center for Epidemiological Studies’ Depression Scale,"The intervention addressed employees who were frequently stressed or exhausted, who felt that problems were increasingly difficult to handle, and who struggled to cope with difficult emotions. The intervention was advertised in the print membership magazine of a large German health insurance company. It was stated that, in cooperation with a university, the health insurance company offered this online training to employees, provided they were suitable for study inclusion.",12 months,
Heber_2016_2a,depression,depression reduction,Elena Heber,2016,general working population,Germany,employees,2-arm randomized controlled design,"4 (baseline (T1), 7 weeks (T2, post-treatment), 6 months (T3), and 12 months (T4, iSMI group only). WLC group
received access to the intervention following T3.","Internet-based stress management interventions is based on Lazarus’s transactional model of stress [26]. This intervention applied both well-established problem solving and more recently developed emotion regulation strategies. Important principles for health behavior change such as goal setting, action planning, and coping planning were followed.",secondary,Wait list control,Wave 1 = 132; Wave 2 = 116; Wave 3 = 115; Wave 4 = 92,Wave 1 = 132; Wave 2 = 127; Wave 3 = 121; Wave 4 = ,Cohen's d (T2 effects),0.64,0.39,0.89,p < .001,NA,NA,NA,NA,23.34,14.56,23.77,21.49,Center for Epidemiological Studies’ Depression Scale,"The intervention addressed employees who were frequently stressed or exhausted, who felt that problems were increasingly difficult to handle, and who struggled to cope with difficult emotions. The intervention was advertised in the print membership magazine of a large German health insurance company. It was stated that, in cooperation with a university, the health insurance company offered this online training to employees, provided they were suitable for study inclusion.",12 months,
Heber_2016_1d,perceived stress,perceived stress reduction,Elena Heber,2016,general working population,Germany,employees,2-arm randomized controlled design,"4 (baseline (T1), 7 weeks (T2, post-treatment), 6 months (T3), and 12 months (T4, iSMI group only). WLC group
received access to the intervention following T3.","Internet-based stress management interventions is based on Lazarus’s transactional model of stress [26]. This intervention applied both well-established problem solving and more recently developed emotion regulation strategies. Important principles for health behavior change such as goal setting, action planning, and coping planning were followed.",secondary,Wait list control,Wave 1 = 132; Wave 2 = 116; Wave 3 = 115; Wave 4 = 92,Wave 1 = 132; Wave 2 = 127; Wave 3 = 121; Wave 4 = ,F value (T3 effects),80.17,,,p < .001,NA,NA,NA,NA,25.89,16.25,25.15,22.1, perceived stress scale,"The intervention addressed employees who were frequently stressed or exhausted, who felt that problems were increasingly difficult to handle, and who struggled to cope with difficult emotions. The intervention was advertised in the print membership magazine of a large German health insurance company. It was stated that, in cooperation with a university, the health insurance company offered this online training to employees, provided they were suitable for study inclusion.",12 months,
Heber_2016_1c,perceived stress,perceived stress reduction,Elena Heber,2016,general working population,Germany,employees,2-arm randomized controlled design,"4 (baseline (T1), 7 weeks (T2, post-treatment), 6 months (T3), and 12 months (T4, iSMI group only). WLC group
received access to the intervention following T3.","Internet-based stress management interventions is based on Lazarus’s transactional model of stress [26]. This intervention applied both well-established problem solving and more recently developed emotion regulation strategies. Important principles for health behavior change such as goal setting, action planning, and coping planning were followed.",secondary,Wait list control,Wave 1 = 132; Wave 2 = 116; Wave 3 = 115; Wave 4 = 92,Wave 1 = 132; Wave 2 = 127; Wave 3 = 121; Wave 4 = ,Cohen's d (T3 effects),1.02,0.76,1.27,p < .001,NA,NA,NA,NA,25.89,16.25,25.15,22.1, perceived stress scale,"The intervention addressed employees who were frequently stressed or exhausted, who felt that problems were increasingly difficult to handle, and who struggled to cope with difficult emotions. The intervention was advertised in the print membership magazine of a large German health insurance company. It was stated that, in cooperation with a university, the health insurance company offered this online training to employees, provided they were suitable for study inclusion.",12 months,
Heber_2016_1b,perceived stress,perceived stress reduction,Elena Heber,2016,general working population,Germany,employees,2-arm randomized controlled design,"4 (baseline (T1), 7 weeks (T2, post-treatment), 6 months (T3), and 12 months (T4, iSMI group only). WLC group
received access to the intervention following T3.","Internet-based stress management interventions is based on Lazarus’s transactional model of stress [26]. This intervention applied both well-established problem solving and more recently developed emotion regulation strategies. Important principles for health behavior change such as goal setting, action planning, and coping planning were followed.",secondary,Wait list control,Wave 1 = 132; Wave 2 = 116; Wave 3 = 115; Wave 4 = 92,Wave 1 = 132; Wave 2 = 127; Wave 3 = 121; Wave 4 = ,F value (T2 effects),58.08,,,p < .001,NA,NA,NA,NA,25.89,16.25,25.15,22.1, perceived stress scale,"The intervention addressed employees who were frequently stressed or exhausted, who felt that problems were increasingly difficult to handle, and who struggled to cope with difficult emotions. The intervention was advertised in the print membership magazine of a large German health insurance company. It was stated that, in cooperation with a university, the health insurance company offered this online training to employees, provided they were suitable for study inclusion.",12 months,
Heber_2016_1a,perceived stress,perceived stress reduction,Elena Heber,2016,general working population,Germany,employees,2-arm randomized controlled design,"4 (baseline (T1), 7 weeks (T2, post-treatment), 6 months (T3), and 12 months (T4, iSMI group only). WLC group
received access to the intervention following T3.","Internet-based stress management interventions is based on Lazarus’s transactional model of stress [26]. This intervention applied both well-established problem solving and more recently developed emotion regulation strategies. Important principles for health behavior change such as goal setting, action planning, and coping planning were followed.",secondary,Wait list control,Wave 1 = 132; Wave 2 = 116; Wave 3 = 115; Wave 4 = 92,Wave 1 = 132; Wave 2 = 127; Wave 3 = 121; Wave 4 = ,Cohen's d (T2 effects),0.83,0.58,1.08,p < .001,NA,NA,NA,NA,25.89,16.25,25.15,22.1, perceived stress scale,"The intervention addressed employees who were frequently stressed or exhausted, who felt that problems were increasingly difficult to handle, and who struggled to cope with difficult emotions. The intervention was advertised in the print membership magazine of a large German health insurance company. It was stated that, in cooperation with a university, the health insurance company offered this online training to employees, provided they were suitable for study inclusion.",12 months,
Haukka_2010_2,Mental stress,Mental stress reduction,Eija Haukka,2010,Kitchen Employees,Finland,Employees,cluster randomised controlled trial,3 (pre-post intervention and 12 month follow up),participatory ergonomics intervention,secondary,Control,Wave 1 = 263 Wave 2 = 232; Wave 3 = 216,Wave 1 = 241 Wave 2 = 220; Wave 3 = 206,Odds Ratio,1.2 (12 month follow up),0.63,2.36,,NA,NA,NA,NA,,,,,Occupational stress questionnaire: Adapted,"119 municipal kitchens of schools, kindergartens and nursing homes in four large cities in Finland were randomised to the intervention",12 months,
Haukka_2010_1,Mental stress,Mental stress reduction,Eija Haukka,2010,Kitchen Employees,Finland,Employees,cluster randomised controlled trial,3 (pre-post intervention and 12 month follow up),participatory ergonomics intervention,secondary,Control,Wave 1 = 263 Wave 2 = 232; Wave 3 = 216,Wave 1 = 241 Wave 2 = 220; Wave 3 = 206,Odds Ratio,2.3 (post intervention),1.2,4.7,,NA,NA,NA,NA,,,,,Occupational stress questionnaire: Adapted,"119 municipal kitchens of schools, kindergartens and nursing homes in four large cities in Finland were randomised to the intervention",12 months,
Harty_2016_1,General health,General health improvement,Bo Harty,2016,"Employees of rehabilitation, social care and education units within a non-governmental organisation",,"physiotherapists, occupational therapists, nurses, assistant nurses, service staff, recreation leaders, social workers and lecturers","design is a controlled study with four (2×2)
experimental groups and two control groups.",3 (pre-post intervention & 6 months follow up),"The first method aimed at training the group to focus on positive aspects in the workplace, to consciously notice resources and things that one is happy and grateful for. The second method aimed at training a working team to cope with setbacks as constructively as possible by learning acceptance and the ability to take action together with alternative and optimistic ways of thinking",secondary,Control,Wave 1 = 51 Wave 2 =  Wave 3 = ,Wave 1 = 15 Wave 2 =  Wave 3 = ,"Mann Whitney U test for independent
samples was used.",,,,p > .05,NA,NA,NA,NA,45 (median),41,44,38.5, Short Form-36,"Experimental and control groups consisted of six units (rehabilitation, social care and education units) within a non-governmental organisation in the western part of Sweden. The employer selected the workplace units on practical grounds and all the employees in these units were invited to participate in the present study.",8 months,
Hartfiel_2012_2, psychological well-being, psychological well-being enhancement, N. Hartfiel,2012, British local government Employees, British,Employees,randomized wait-list control design,2 (Baseline and end-programme),"Dru Yoga is characterized
by graceful movements, directed breathing and relaxation
techniques that include affirmation and visualization - Participants in the yoga group were invited to attend one 50 min yoga class per week for 8 weeks",secondary,Wait list control,Wave 1 = 37 Wave 2 = 33,Wave 1 = 37 Wave 2 = 26,F value,15.4,,,p < .001,NA,NA,NA,NA,210.2,233.4,203.1,205.8,"PANAS-X scale is a 60-item questionnaire of
positive and negative affect.","conducted at a British local government authority (LGA),",2 months,
Hartfiel_2012_1,perceived stress,perceived stress reduction, N. Hartfiel,2012, British local government Employees, British,Employees,randomized wait-list control design,2 (Baseline and end-programme),"Dru Yoga is characterized
by graceful movements, directed breathing and relaxation
techniques that include affirmation and visualization - Participants in the yoga group were invited to attend one 50 min yoga class per week for 8 weeks",secondary,Wait list control,Wave 1 = 37 Wave 2 = 33,Wave 1 = 37 Wave 2 = 26,F value,7.64,,,p < .01,NA,NA,NA,NA,24,21.3,25.7,25.4,Perceived Stress Scale,"conducted at a British local government authority (LGA),",2 months,
